name,source,address,postal,state,lat,lng,city
MCLAREN DRUG SHOP-AMB,DEA,"200 SOUTH WENONA STREET, BAY CITY, MI 48706",48706,MI,43.6008724,-83.9055583,BAY CITY
MCLAREN DRUG SHOP-WSMM,DEA,"4175 NORTH EUCLID AVENUE, BAY CITY, MI 48706",48706,MI,43.6192049,-83.9134273,BAY CITY
MCLAREN DRUG SHOP-BRMC,DEA,"1900 COLUMBUS AVENUE, BAY CITY, MI 48708",48708,MI,43.588389,-83.8681302,BAY CITY
RED CLIFF COMMUNITY HLTH CTR PHARMACY,DEA,"36745 AIKEN RD., BAYFIELD, WI 54814",54814,WI,46.859311,-90.805776,BAYFIELD
SOUTHSIDE HOSPITAL,DEA,"PHARMACY DEPARTMENT, 301 EAST MAIN STREET, BAYSHORE, NY 11706",11706,NY,40.725676,-73.2416575,BAYSHORE
TELEPHARMACY CONCEPT INC,DEA,"180 CENTRAL AVE, P.O. 880, BEACH, ND 58621",58621,ND,46.917005,-104.0058383,BEACH
USAF 9MDG/SGSM FM4686,DEA,"15301 WARREN SHINGLE RD, BEALE AFB, CA 95903",95903,CA,,,BEALE AFB
HAPPY HARRY'S INC.,DEA,"1120 PULASKI HIGHWAY, BEAR, DE 19701",19701,DE,39.6311396,-75.66156090000001,BEAR
CLABAUGH PHARMACY INC.,DEA,"501 COURT STREET, BEATRICE, NE 68310",68310,NE,40.2655637,-96.7479396,BEATRICE
EXPRESS CARE PHARMACY OF OTWAY,DEA,"708 HIGHWAY 70 EAST OTWAY, BEAUFORT, NC 28516",28516,NC,,,BEAUFORT
USN - NAVAL HOSPITAL,DEA,"ATTENTION: PHARMACY DEPARTMENT, 1 PINCKNEY BOULEVARD, BEAUFORT, SC 29902",29902,SC,32.3894093,-80.682451,BEAUFORT
HERITAGE VALLEY PHARMACY,DEA,"BEAVER CAMPUS/PHARMACY DEPT, 1000 DUTCH RIDGE ROAD, BEAVER, PA 15009",15009,PA,40.712229,-80.322082,BEAVER
BEAVER DRUG,DEA,"98 N MAIN ST, PO BOX 1438, BEAVER, UT 84713",84713,UT,38.2753281,-112.6408706,BEAVER
KAISER FOUNDATION HEALTH PLAN OF NW,DEA,"BEAVERTON PHARMACY, 4855 SW WESTERN AVENUE, BEAVERTON, OR 97005",97005,OR,45.4856292,-122.7833439,BEAVERTON
WALGREEN CO.,DEA,"14600 SW MURRAY SCHOLLS DR #201, BEAVERTON, OR 97007",97007,OR,45.43827,-122.8269084,BEAVERTON
BEDFORD DRUG,DEA,"419 MAIN ST, PO BOX 66, BEDFORD, IA 50833",50833,IA,40.66700850000001,-94.71983139999999,BEDFORD
CROWDERS UPTOWN DRUG STORE,DEA,"631 16TH STREET, P.O. BOX 966, BEDFORD, IN 47421",47421,IN,,,BEDFORD
LINCOLN PLAZA PHARMACY LLC,DEA,"629 LINCOLN AVE, P.O. BOX 966, BEDFORD, IN 47421",47421,IN,,,BEDFORD
BELAIR MEDICINES INC,DEA,"1327 BEL AIR RD, BEL AIR, MD 21014",21014,MD,39.5086875,-76.3798389,BEL AIR
INDIAN HOSPITAL,DEA,"CHIEF OF PHARMACY SVCS, 1300 HOSPITAL LOOP, PO BOX 160, BELCOURT, ND 58316",58316,ND,48.8434415,-99.7483567,BELCOURT
TRENTON MEDICAL CENTER,DEA,"DBA: PALMS PHARMACY OF BELL, 1830 N MAIN ST, BELL, FL 32619",32619,FL,29.765065,-82.865307,BELL
"BELLAIRE PHARMACY, INC",DEA,"120  NORTH BRIDGE STREET, PO BOX 272, BELLAIRE, MI 49615",49615,MI,,,BELLAIRE
HARTIG DRUG CO #26,DEA,"810 12TH ST, BELLE PLAINE, IA 52208",52208,IA,41.8965216,-92.2758719,BELLE PLAINE
COPPER BEND PHARMACY INC,DEA,"2900 FRANK SCOTT PARKWAY WEST, SUITE 920-B, BELLEVILLE, IL 62223",62223,IL,38.537694,-90.0362988,BELLEVILLE
"BOND DRUG COMPANY OF ILLINOIS, L.L.C.",DEA,"5890 NORTH BELT WEST, BELLEVILLE, IL 62226",62226,IL,,,BELLEVILLE
BELLEVILLE PHARMACY,DEA,"338 WASHINGTON AVE, BELLEVILLE, NJ 07109",07109,NJ,,,BELLEVILLE
CARESITE PHARMACY,DEA,"4752 SR 655 SUITE A, BIG VALLEY AREA MEDICAL CENTER, BELLEVILLE, PA 17004",17004,PA,40.61114260000001,-77.7100932,BELLEVILLE
THE NEBRASKA MEDICAL CENTER BELLEVUE PHARMACY,DEA,"2510 BELLEVUE MEDICAL CENTER DR, STE 100, BELLEVUE, NE 68123",68123,NE,41.137215,-95.9481364,BELLEVUE
KAISER FOUNDATION HEALTH PLAN OF WASHINGTON,DEA,"11511 NE 10TH STREET, BELLEVUE, WA 98004",98004,WA,47.6185621,-122.1867865,BELLEVUE
QFC PHARMACY,DEA,"2636 BELLEVUE WAY NE, BELLEVUE, WA 98004",98004,WA,47.6347242,-122.2007158,BELLEVUE
KAISER FOUNDATION HEALTH PLAN OF WASHINGTON,DEA,"13451 SE 36TH, BELLEVUE, WA 98006",98006,WA,47.5789862,-122.1607943,BELLEVUE
LAKEMONT PHARMACY LLC,DEA,"4935 LAKEMONT BLVD SE, SUITE B4, BELLEVUE, WA 98006",98006,WA,,,BELLEVUE
QFC PHARMACY,DEA,"3550 128TH SE, BELLEVUE, WA 98006",98006,WA,47.5785886,-122.1679585,BELLEVUE
QFC PHARMACY #874,DEA,"1510 145 PLACE SE, BELLEVUE, WA 98007",98007,WA,47.5968742,-122.1484659,BELLEVUE
SEATTLE KING COUNTY PUBLIC HEALTH - EASTGATE,DEA,"14350 SE EASTGATE WAY, BELLEVUE, WA 98007",98007,WA,47.5812863,-122.1497913,BELLEVUE
PHARMACY PLUS,DEA,"1299 156TH AVE NE #140, BELLEVUE, WA 98007",98007,WA,47.6214017,-122.1327924,BELLEVUE
WALGREEN CO.,DEA,"9031 ROSECRANS AVE, BELLFLOWER, CA 90706",90706,CA,33.9043097,-118.1417853,BELLFLOWER
KAISER FOUNDATION HOSPITALS,DEA,"9400 EAST ROSECRANS BLVD, RM #0, BELLFLOWER, CA 90706",90706,CA,33.9024077,-118.1333737,BELLFLOWER
WALGREEN CO.,DEA,"1070 E SUNSET DRIVE, BELLINGHAM, WA 98226",98226,WA,48.7716139,-122.4603127,BELLINGHAM
GREATER FALLS PHARMACY,DEA,"78 ATKINSON ST, BELLOWS FALLS, VT 05101",05101,VT,43.1336502,-72.4503624,BELLOWS FALLS
THE DRUG STORE,DEA,"153 HERNDON DRIVE, BELLS, TN 38006",38006,TN,35.7317519,-89.06842619999999,BELLS
MC LEAN HOSPITAL,DEA,"PHARMACY DIRECTOR, 115 MILL STREET, BELMONT, MA 02478",02478,MA,,,BELMONT
WALGREEN CO.,DEA,"6802 W WILKINSON BLVD, BELMONT, NC 28012",28012,NC,35.2509177,-81.02825059999999,BELMONT
"NORTH CAROLINA CVS PHARMACY, L.L.C.",DEA,"6750 WILKINSON BLVD., BELMONT, NC 28012",28012,NC,35.2511383,-81.02961959999999,BELMONT
BELMONT CO HLTH SERVICES,DEA,"DBA MORRISTOWN PHCY, 66840 BELMONT-MORRISTOWN RD, BELMONT, OH 43718",43718,OH,40.0643167,-81.0564553,BELMONT
BELOIT HEALTH SYSTEM,DEA,"1969 WEST HART RD, BELOIT, WI 53511",53511,WI,,,BELOIT
SANFORD PHARMACY 1611 ANNE ST,DEA,"1611 ANNE ST NW, BEMIDJI, MN 56601",56601,MN,47.5056088,-94.9033229,BEMIDJI
THRIFTY WHITE PHARMACY #769,DEA,"2000 PAUL BUNYAN DRIVE NW, BEMIDJI, MN 56601",56601,MN,47.4925177,-94.9079627,BEMIDJI
ST. CHARLES HEALTH SYSTEM INC,DEA,"2500 NE NEFF RD, BEND, OR 97701",97701,OR,,,BEND
SOUTHWESTERN VERMONT MEDICAL CENTER,DEA,"100 HOSPITAL DRIVE, BENNINGTON, VT 05201",05201,VT,,,BENNINGTON
UNIV OF CAL,DEA,"TANG CENTER, 2222 BANCROFT WAY, ROOM 1115, BERKELEY, CA 94720",94720,CA,,,BERKELEY
BERMUDA RUN PHARMACY,DEA,"329 NC HWY 801 NORTH, PLAZA I, BERMUDA RUN, NC 27006",27006,NC,,,BERMUDA RUN
WALGREEN CO.,DEA,"7113 CERMAK RD, BERWYN, IL 60402",60402,IL,41.8499014,-87.80115769999999,BERWYN
WALGREEN CO.,DEA,"1815 9TH AVE NORTH, BESSEMER, AL 35020",35020,AL,33.4055618,-86.96083829999999,BESSEMER
DON COODY PHARMACY,DEA,"7530 NW 23RD ST, BETHANY, OK 73008",73008,OK,35.4928108,-97.6470533,BETHANY
WRNMMC-WALTER REED NATIONAL MILITARY MEDICAL CENTE,DEA,"PHARMACY DEPT BLDG 9, 8901 WISCONSIN AVE, BETHESDA, MD 20889",20889,MD,38.9627342,-77.0872936,BETHESDA
KING KULLEN PHARMACIES CORP,DEA,"KING KULLEN PHARMACY #46, 598 STEWART AVENUE, BETHPAGE, NY 11714",11714,NY,40.75287429999999,-73.04061999999999,BETHPAGE
BEULAH DRUG,DEA,"147 WEST MAIN STREET, BEULAH, ND 58523",58523,ND,,,BEULAH
"CVS PHARMACY, INC.",DEA,"19 DODGE ST., BEVERLY, MA 01915",01915,MA,42.5774625,-70.8894773,BEVERLY
BEVERLY HOSPITAL,DEA,"C/O PHARMACY DEPT, 85 HERRICK ST, BEVERLY, MA 01915",01915,MA,42.5765964,-70.8919377,BEVERLY
USAF - KEESLER AFB MAIN PHARMACY,DEA,"301 FISHER ST BLDG 0468, BILOXI, MS 39534",39534,MS,30.411826,-88.91187990000002,BILOXI
"CLCRESSLER, INC",DEA,"1179 VESTAL AVE, SUITE 1, BINGHAMTON, NY 13903",13903,NY,,,BINGHAMTON
WALGREEN CO,DEA,"9325 PARKWAY E, BIRMINGHAM, AL 35215",35215,AL,,,BIRMINGHAM
NORTHERN INYO HOSPITAL,DEA,"150 PIONEER LANE, BISHOP, CA 93514",93514,CA,37.3621826,-118.4071522,BISHOP
THRIFTY WHITE PHARMACY #082,DEA,"1929 N WASHINGTON STREET, SUITE C, BISMARCK, ND 58501",58501,ND,,,BISMARCK
WHITE DRUG,DEA,"117 N 5TH ST, BISMARCK, ND 58501",58501,ND,,,BISMARCK
SANFORD PHARMACY,DEA,"HOSPITAL PHARMACY, 300 NORTH 7TH ST, BISMARCK, ND 58501",58501,ND,46.80765350000001,-100.7825691,BISMARCK
GATEWAY HEALTH MART PHARMACY SUNRISE,DEA,"3103 YORKTOWN DRIVE, SUITE #2, BISMARCK, ND 58503",58503,ND,38.9459353,-92.3841166,BISMARCK
GATEWAY HEALTH MART PHARMACY NORTH,DEA,"3101 NORTH 11TH STREET STE#2, BISMARCK, ND 58503",58503,ND,,,BISMARCK
GATEWAY HEALTH MART PHARMACY SOUTH,DEA,"835 S. WASHINGTON ST STE#2, BISMARCK, ND 58504",58504,ND,,,BISMARCK
THRIFTY WHITE PHARMACY #083,DEA,"1140 E BISMARCK EXPY, BISMARCK, ND 58504",58504,ND,46.7946829,-100.7694677,BISMARCK
ST ALEXIUS MEDICAL CENTER,DEA,"900 E BROADWAY AVE, BOX 5510, BISMARCK, ND 58506",58506,ND,,,BISMARCK
BLANCO PHARMACY & WELLNESS,DEA,"316 PECAN ST, PO BOX 369, BLANCO, TX 78606",78606,TX,30.09693679999999,-98.42139120000002,BLANCO
BLUE MOUNTAIN PHARMACY,DEA,"802 SOUTH 200 WEST, BLANDING, UT 84511",84511,UT,37.6134925,-109.4815691,BLANDING
SHOPKO PHARMACY #2684,DEA,"106 SMITH ST, BLOOMFIELD, IA 52537",52537,IA,,,BLOOMFIELD
ST JOSEPH'S HOSPITAL MEDICAL,DEA,"2200 E WASHINGTON, BLOOMINGTON, IL 61701",61701,IL,40.4825368,-88.95524569999999,BLOOMINGTON
"BOND DRUG COMPANY OF ILLINOIS, L.L.C.",DEA,"1525 N VETERANS PKWY, BLOOMINGTON, IL 61704",61704,IL,40.5021954,-88.9519737,BLOOMINGTON
GEISINGER-BLOOMSBURG HOSPITAL PHARMACY,DEA,"549 E FAIR STREET, BLOOMSBURG, PA 17815",17815,PA,,,BLOOMSBURG
THE MEDICINE SHOPPE,DEA,"1000 S MARKET STREET, BLOOMSBURG, PA 17815",17815,PA,,,BLOOMSBURG
BLOUNTSTOWN DRUG INC,DEA,"20370 CENTRAL AVE W, BLOUNTSTOWN, FL 32424",32424,FL,,,BLOUNTSTOWN
GREAT RIVER MEDICAL CENTER,DEA,"1520 N. DIVISION, PO BOX 108, BLYTHEVILLE, AR 72315",72315,AR,35.942244,-89.91883519999999,BLYTHEVILLE
WALGREEN CO.,DEA,"7295 MARKET ST., BOARDMAN, OH 44512",44512,OH,41.0248315,-80.66203999999999,BOARDMAN
ST. ELIZABETH BOARDMAN HOSPITAL,DEA,"8401 MARKET STREET, BOARDMAN, OH 44512",44512,OH,40.9944354,-80.66013130000002,BOARDMAN
WALGREEN CO.,DEA,"21880 STATE ROAD 7, BOCA RATON, FL 33428",33428,FL,,,BOCA RATON
"HOLIDAY CVS, L.L.C.",DEA,"9940 YAMATO RD., BOCA RATON, FL 33434",33434,FL,,,BOCA RATON
WALGREEN CO.,DEA,"3681 BOILING SPRINGS ROAD, BOILING SPRINGS, SC 29316",29316,SC,35.0460633,-81.98311609999999,BOILING SPRINGS
ID STATE VETERANS HOME-BOISE,DEA,"320 COLLINS RD, BOISE, ID 83702",83702,ID,43.618347,-116.18844,BOISE
WALGREEN CO.,DEA,"8100 W FAIRVIEW AVE., BOISE, ID 83704",83704,ID,,,BOISE
ST LUKE'S REGIONAL MEDICAL CENTER,DEA,"OUTPATIENT PHARMACY, 190 EAST BANNOCK, BOISE, ID 83712",83712,ID,,,BOISE
J-M WARD ENTERPRISES LLC,DEA,"9048 BONITA BEACH RD SE, BONITA SPRINGS, FL 34135",34135,FL,26.330737,-81.802386,BONITA SPRINGS
KAISER FDN HEALTH PLAN INC,DEA,"DBA KAISER-PERMANENTE PHARMACY, 3955 BONITA ROAD, BONITA, CA 91902",91902,CA,32.6578589,-117.0428144,BONITA
BOONE DRUG AT NEW MARKET,DEA,"245 NEW MARKET CENTER, BOONE, NC 28607",28607,NC,,,BOONE
BOONE DRUG & HEALTH CARE,DEA,"AT DEERFIELD, 345 DEERFIELD ROAD, BOONE, NC 28607",28607,NC,,,BOONE
BENZER PHARMACY,DEA,"2951 E TEXAS STREET SUITE E, BOSSIER CITY, LA 71111",71111,LA,32.5292151,-93.70407589999999,BOSSIER CITY
"WALGREEN LOUISIANA CO., INC.",DEA,"2107 AIRLINE DRIVE, BOSSIER CITY, LA 71111",71111,LA,,,BOSSIER CITY
THE GENERAL HOSP CORPORATION,DEA,"DELIVER ONLY TO THE, DIRECTOR OF PHARMACY, BOSTON, MA 02114",02114,MA,,,BOSTON
GENERAL HOSPITAL CORPORATION,DEA,"OUTPATIENT PHARMACY, 55 FRUIT STREET, BOSTON, MA 02114",02114,MA,42.3631172,-71.0686446,BOSTON
MASS EYE & EAR INFIRMARY,DEA,"243 CHARLES STREET, BOSTON, MA 02114",02114,MA,,,BOSTON
BRIGHAM AND WOMEN'S HOSPITAL,DEA,"75 FRANCIS STREET, DEPT OF PHARMACY TWR L2-504, BOSTON, MA 02115",02115,MA,42.3360919,-71.1067047,BOSTON
BOSTON MEDICAL CENTER PHARMACY AT SHAPIRO,DEA,"725 ALBANY STREET, PHARMACY, BOSTON, MA 02118",02118,MA,42.3347825,-71.0720904,BOSTON
BOSTON MEDICAL CENTER,DEA,"MENINO CAMPUS, 840 HARRISON AVE, BOSTON, MA 02118",02118,MA,42.3348121,-71.07337749999999,BOSTON
KAISER FOUNDATION HEALTH PLAN OF WASHINGTON,DEA,"11913 NORTHEAST 195TH STREET, BOTHELL, WA 98011",98011,WA,47.7686332,-122.1807471,BOTHELL
HEALTHPOINT BOTHELL PHARMACY,DEA,"10414 BEARDSLEE BLVD, SUITE 201, BOTHELL, WA 98011",98011,WA,47.7608857,-122.2006085,BOTHELL
QFC PHARMACY,DEA,"18921 BOTHELL WAY NE, BOTHELL, WA 98011",98011,WA,,,BOTHELL
PHARMACISTS ASSOCIATES LLC,DEA,"314 OHMER STREET, BOTTINEAU, ND 58318",58318,ND,,,BOTTINEAU
PHARMACISTS ASSOCIATES LLC,DEA,"505 MAIN STREET, BOTTINEAU, ND 58318",58318,ND,48.8270671,-100.4455088,BOTTINEAU
BOULDER CREEK DRUG STORE,DEA,"13081 CENTRAL AVE, PO BOX 910, BOULDER CREEK, CA 95006",95006,CA,37.123751,-122.1219266,BOULDER CREEK
GENOA A QOL HEALTHCARE COMPANY LLC,DEA,"975 NORTH STREET, STE P1, BOULDER, CO 80304",80304,CO,,,BOULDER
IHC HEALTH CENTER PHARMACY,DEA,"BOUNTIFUL, 390 N MAIN ST, BOUNTIFUL, UT 84010",84010,UT,,,BOUNTIFUL
PRESENCE LIFE CONNECTIONS PHARMACY,DEA,"670 N CONVENT STREET, BOURBONNAIS, IL 60914",60914,IL,41.16533889999999,-87.8753401,BOURBONNAIS
STOCKBRIDGE-MUNSEE,DEA,"W12802 COUNTY HWY A, P.O. BOX 86, BOWLER, WI 54416",54416,WI,44.8637991,-88.981476,BOWLER
THE BOWMAN DRUG COMPANY,DEA,"12 NORTH MAIN, P.O. BOX 197, BOWMAN, ND 58623",58623,ND,46.1829574,-103.3952987,BOWMAN
RX CARE 12 LLC,DEA,"2309 WEST WOOLBRIGHT ROAD, SUITE 4, BOYNTON BEACH, FL 33426",33426,FL,26.5136985,-80.0882342,BOYNTON BEACH
WALGREEN CO.,DEA,"11079 S MILITARY TRAIL, BOYNTON BEACH, FL 33436",33436,FL,,,BOYNTON BEACH
WALGREEN CO.,DEA,"6003 14TH ST W, BRADENTON, FL 34207",34207,FL,27.434404,-82.574872,BRADENTON
THRIFTY NYSTROM DRUG,DEA,"223 SOUTH EIGHTH STREET, BRAINERD, MN 56401",56401,MN,,,BRAINERD
ESSENTIA HEALTH BRAINERD PHARMACY,DEA,"2024 S. 6TH STREET, BRAINERD, MN 56401",56401,MN,46.3332625,-94.2017185,BRAINERD
PHARMBOY INVESTMENTS LLC,DEA,"1230 HIGH STREET, PO BOX 455, BRANDENBURG, KY 40108",40108,KY,,,BRANDENBURG
USAF MACDILL AFB BRANDON CLINIC,DEA,"ATTN:  PHARMACY FLIGHT, 220 GRAND REGENCY BLVD., BRANDON, FL 33510",33510,FL,,,BRANDON
WALGREEN CO.,DEA,"930 PROVIDENCE ROAD, BRANDON, FL 33511",33511,FL,27.9243677,-82.3181086,BRANDON
BENZER FL3 LLC,DEA,"105 S MOON AVE, BRANDON, FL 33511",33511,FL,27.9372801,-82.2882602,BRANDON
"TRENTON MEDICAL CENTER, INC.",DEA,"103 US 27 S.W, BRANFORD, FL 32008",32008,FL,29.9570786,-82.9243322,BRANFORD
HOTEL PHARMACY,DEA,"20 ELLIOT ST, BRATTLEBORO, VT 05301",05301,VT,42.8518593,-72.5584411,BRATTLEBORO
BRATTLEBORO MEMORIAL HOSP,DEA,"PHARMACY DEPT., 17 BELMONT AVE., BRATTLEBORO, VT 05301",05301,VT,42.8409809,-72.5646091,BRATTLEBORO
USN- BREMERTON  HOSPITAL,DEA,"NAVAL HOSPITAL, ONE BOONE ROAD, BREMERTON, WA 98312",98312,WA,47.594521,-122.69117,BREMERTON
OKANOGAN DOUGLAS CTY HOSP PHA,DEA,"507 HOSPITAL WAY, PO BOX 577, BREWSTER, WA 98812",98812,WA,48.1062781,-119.7827425,BREWSTER
PLATTE VALLEY PHARMACY (DBA),DEA,"STE 2110, 1610 PRAIRIE CENTER PKWY, BRIGHTON, CO 80601",80601,CO,39.9634719,-104.767951,BRIGHTON
WALGREEN CO.,DEA,"1821 E BRIDGE ST, STE A, BRIGHTON, CO 80601",80601,CO,39.9872912,-104.7998541,BRIGHTON
BRIGHTON PHARMACY,DEA,"908 N. MAIN, PO BOX 788, BRIGHTON, IL 62012",62012,IL,39.04789830000001,-90.1417976,BRIGHTON
BAY MILLS PHARMACY,DEA,"12124 WEST LAKE SHORE DRIVE, BRIMLEY, MI 49715",49715,MI,,,BRIMLEY
MARBLE WORKS PHARMACY,DEA,"61 PINE STREET, SUITE 401, BRISTOL, VT 05443",05443,VT,44.138564,-73.086643,BRISTOL
ELIZABETH'S PHARMACY ON MAIN INC,DEA,"52 MAIN AVENUE NORTH, BRITT, IA 50423",50423,IA,43.0973692,-93.8021395,BRITT
"CVS PHARMACY, INC.",DEA,"1267 MAIN STREET, BROCKTON, MA 02301",02301,MA,42.0603616,-71.0147372,BROCKTON
BROCKWAY DRUG COMPANY INC,DEA,"1365 MAIN STREET, BROCKWAY, PA 15824",15824,PA,41.2472895,-78.7870986,BROCKWAY
PINNOW PHARMACY,DEA,"1028 FIRST CENTER AVENUE, BRODHEAD, WI 53520",53520,WI,42.6201649,-89.3764777,BRODHEAD
WALGREEN CO.,DEA,"950  E KENOSHA STREET, BROKEN ARROW, OK 74012",74012,OK,36.0615767,-95.7803142,BROKEN ARROW
J A K PHARMA INC,DEA,"2343 ARTHUR AVENUE, BRONX, NY 10458",10458,NY,,,BRONX
CASTLE TOPP PHARMACY CORP.,DEA,"1370A CASTLE HILL AVE, BRONX, NY 10462",10462,NY,,,BRONX
"WALGREEN EASTERN CO., INC.",DEA,"5564 BROADWAY, BRONX, NY 10463",10463,NY,40.8783969,-73.90480749999999,BRONX
WALGREEN CO.,DEA,"15650 W GREENFIELD AVE, BROOKFIELD, WI 53005",53005,WI,,,BROOKFIELD
"HEALTHDIRECT INSTITUTIONAL PHARMACY SERVICES, INC.",DEA,"150 N. PATRICK BLVD, SUITE 250, BROOKFIELD, WI 53045",53045,WI,43.0314172,-88.13433959999999,BROOKFIELD
SUMMIT HEALTH PHARMACY INC,DEA,"3400 EDGMONT AVENUE, BROOKHAVEN, PA 19015",19015,PA,39.870354,-75.38357549999999,BROOKHAVEN
HEALTHPARTNERS BROOKLYN CENTR,DEA,"6845 LEE AVENUE NORTH, BROOKLYN CENTER, MN 55429",55429,MN,45.0791568,-93.340149,BROOKLYN CENTER
WALGREEN CO.,DEA,"7700 BROOKLYN BLVD, BROOKLYN PARK, MN 55443",55443,MN,45.095096,-93.3571781,BROOKLYN PARK
"WALGREEN EASTERN CO., INC.",DEA,"1281 FULTON ST., BROOKLYN, NY 11216",11216,NY,,,BROOKLYN
DUANE READE,DEA,"296 FLATBUSH AVE, BROOKLYN, NY 11217",11217,NY,40.6780686,-73.9734067,BROOKLYN
AIDS HEALTHCARE FOUNDATION,DEA,"475 ATLANTIC AVE, BROOKLYN, NY 11217",11217,NY,40.6861153,-73.9820371,BROOKLYN
"WALGREEN EASTERN CO., INC.",DEA,"114 BEVERLEY RD., BROOKLYN, NY 11218",11218,NY,40.6426377,-73.97882249999999,BROOKLYN
DUANE READE,DEA,"5008 5TH AVE, BROOKLYN, NY 11220",11220,NY,40.6450079,-74.01081429999999,BROOKLYN
EAST 16 STREET PHARMACY INC,DEA,"1526 CORTELYOU RD, BROOKLYN, NY 11226",11226,NY,40.6413035,-73.9635997,BROOKLYN
VIJAN PHARMA INC,DEA,"312 RALPH AVENUE, BROOKLYN, NY 11233",11233,NY,40.6784961,-73.9218325,BROOKLYN
NPL DRUGS INC,DEA,"6602 AVE U, BROOKLYN, NY 11234",11234,NY,,,BROOKLYN
JOJAN PHARMA INC,DEA,"121 ST.NICHOLAS AVENUE, BROOKLYN, NY 11237",11237,NY,40.7055325,-73.9178058,BROOKLYN
"BROOKSVILLE DRUGS, INC.",DEA,"80 PONCE DE LEON BLVD, BROOKSVILLE, FL 34601",34601,FL,,,BROOKSVILLE
PINE BROOK PHARMACY LLC,DEA,"11373 CORTEZ BLVD, SUITE 101, BROOKSVILLE, FL 34613",34613,FL,28.5365243,-82.5351365,BROOKSVILLE
USPHS IHS HOSPITAL,DEA,"760 HOSPITAL DRIVE, P. O.  BOX 760, BROWNING, MT 59417",59417,MT,48.56572920000001,-113.019753,BROWNING
HENRY FORD HEALTH CENTER - BROWNSTOWN PHARMACY,DEA,"23050 WEST ROAD, BROWNSTOWN TOWNSHIP, MI 48183",48183,MI,42.13973379999999,-83.2579411,BROWNSTOWN TOWNSHIP
"GUARDIAN PHARMACY OF MAINE, LLC",DEA,"3 BUSINESS PARKWAY, SUITE 2, BRUNSWICK, ME 04011",04011,ME,43.907619,-70.00239599999999,BRUNSWICK
WALGREEN CO.,DEA,"3312 E 29TH ST, BRYAN, TX 77802",77802,TX,30.6549726,-96.3376758,BRYAN
BUDA DRUG STORE,DEA,"203 RAILROAD ST., BUILDING 2, SUITE B, BUDA, TX 78610",78610,TX,30.0813337,-97.842294,BUDA
BUENA VISTA DRUG (DBA),DEA,"403 HWY 24 S, PO BOX 1670, BUENA VISTA, CO 81211",81211,CO,38.8447546,-106.1341484,BUENA VISTA
"BOND DRUG COMPANY OF ILLINOIS, L.L.C.",DEA,"15 N BUFFALO GROVE RD, BUFFALO GROVE, IL 60089",60089,IL,,,BUFFALO GROVE
"WALGREEN EASTERN CO., INC.",DEA,"650 DELAWARE AVENUE, BUFFALO, NY 14202",14202,NY,42.9017951,-78.8738479,BUFFALO
WALGREEN ARIZONA DRUG CO.,DEA,"2360 HIGHWAY 95, BULLHEAD CITY, AZ 86442",86442,AZ,35.1014594,-114.5980132,BULLHEAD CITY
"GARFIELD BEACH CVS, L.L.C.",DEA,"511 N. HOLLYWOOD WAY, BURBANK, CA 91505",91505,CA,,,BURBANK
PENDER MEMORIAL HOSPITAL,DEA,"507 E. FREMONT STREET, BURGAW, NC 28425",28425,NC,34.5506897,-77.91985960000001,BURGAW
WALGREEN CO.,DEA,"14656 AMBAUM BLVD SW, BURIEN, WA 98166",98166,WA,,,BURIEN
KAISER,DEA,"BURKE PHARMACY, 5999 BURKE COMMONS ROAD, BURKE, VA 22015",22015,VA,38.788551,-77.29780099999999,BURKE
WALGREEN CO.,DEA,"833 SW WILSHIRE BLVD., BURLESON, TX 76028",76028,TX,32.5303026,-97.3378669,BURLESON
WALGREEN CO.,DEA,"260 EL CAMINO REAL, BURLINGAME, CA 94010",94010,CA,37.5765446,-122.3495571,BURLINGAME
LAHEY CLINIC HOSPITAL INC,DEA,"C/O PHARMACY DEPT, 41 MALL RD, BURLINGTON, MA 01805",01805,MA,42.4868368,-71.2063864,BURLINGTON
"WALGREEN EASTERN CO., INC.",DEA,"514 FARRELL ST., BURLINGTON, VT 05401",05401,VT,,,BURLINGTON
UNIVERSITY OF VERMONT MEDICAL CENTER,DEA,"111 COLCHESTER AVENUE, BURLINGTON, VT 05401",05401,VT,44.4797449,-73.194026,BURLINGTON
UNIVERSITY OF VERMONT MEDICAL CENTER,DEA,"1 SOUTH PROSPECT STREET, BURLINGTON, VT 05401",05401,VT,,,BURLINGTON
LAKESIDE PHARMACY INC,DEA,"242 PEARL ST, BURLINGTON, VT 05401",05401,VT,,,BURLINGTON
HARNEY DISTRICT HOSPITAL PHARMACY,DEA,"557 W WASHINGTON STREET, BURNS, OR 97720",97720,OR,,,BURNS
"WALGREEN EASTERN CO., INC.",DEA,"280 NEW CASTLE RD., BUTLER, PA 16001",16001,PA,,,BUTLER
ST JAMES HEALTHCARE,DEA,"400 SOUTH CLARK ST, BUTTE, MT 59701",59701,MT,,,BUTTE
WALGREEN CO.,DEA,"1220 N MITCHELL, CADILLAC, MI 49601",49601,MI,,,CADILLAC
COBB STREET PHARMACY,DEA,"520 COBB STREET, CADILLAC, MI 49601",49601,MI,44.244568,-85.385497,CADILLAC
"CADILLAC FAMILY PHARMACY, LLC",DEA,"108 NORTH MITCHELL, CADILLAC, MI 49601",49601,MI,44.2506391,-85.39943760000001,CADILLAC
