,address,postal,state,city,geo,newURL,googleMapsUrl
3992, 35 FRANKLIN PLAZA,14437,NY, DANSVILLE,,"https://www.google.com/maps/place/Tops/@42.5639108,-77.7144375,17z/data=!3m1!4b1!4m5!3m4!1s0x89d1771d02d2d60f:0x75ac0d3ac337e2a2!8m2!3d42.5639108!4d-77.7122488",http://maps.google.com/maps?q=TOPS%20MARKETS%20LLC%2CC/O%20PHARMACY%2C+DANSVILLE%2C+NY+14437
3997,CREGO & DOWNER ROADS,13027,NY, BALDWINSVILLE,,"https://www.google.com/maps/place/TOPS+Friendly+Markets/@43.1531712,-76.3527105,18.5z/data=!3m1!5s0x89d9e48feb7bf15d:0x881f18448b065b10!4m13!1m7!3m6!1s0x89d9e49a9eceb40f:0x10d654121b797ed8!2sCrego+Rd+%26+Downer+St,+Baldwinsville,+NY+13027!3b1!8m2!3d43.1514989!4d-76.3525056!3m4!1s0x89d9e4902fe9a7bf:0x2c4d05e905b6f520!8m2!3d43.1541954!4d-76.3518262",http://maps.google.com/maps?q=TOPS%20PT%20LLC%2CCREGO%20&%20DOWNER%20ROADS%2C+BALDWINSVILLE%2C+NY+13027
3999, P.O. BOX 335,12570,NY, POUGHQUAG,"-73.6884,41.625362",,http://maps.google.com/maps?q=TOWNE%20CENTRE%20PHARMACY%2C2540%20ROUTE%2055%2C+POUGHQUAG%2C+NY+12570
4002, P O BOX 6028,27834,NC, GREENVILLE,"-77.3976,35.607605",,http://maps.google.com/maps?q=UHS%20EMPLOYEE%20PHARMACY%2C2000%20VENTURE%20TOWER%20DRIVE%2C+GREENVILLE%2C+NC+27834
4003, AMBULATORY CARE CENTER PHARMACY,27599,NC, CHAPEL HILL,,"https://www.google.com/maps/place/Ambulatory+Care+Center/@35.90054,-79.058478,17z/data=!3m1!4b1!4m5!3m4!1s0x89acc2f110af2ee5:0x3e15b53e71ee1094!8m2!3d35.90054!4d-79.0562893",http://maps.google.com/maps?q=UNC%20AMBULATORY%20PHARMACY%20CARE%20NETWORKSTORE%2C102%20MASON%20FARM%20RD%2C+CHAPEL%20HILL%2C+NC+27599
4004, 1601 MURPHY DRIVE,72113,AR, MAUMELLE,,"https://www.google.com/maps/place/Methodist+Behavioral+Hospital/@34.8773971,-92.3967727,17z/data=!3m1!4b1!4m5!3m4!1s0x87d29f2424d19143:0x502aacbc2382a467!8m2!3d34.8773971!4d-92.394584",http://maps.google.com/maps?q=UNITED%20METHODIST%2CBEHAVIORAL%20HOSPITAL%2C+MAUMELLE%2C+AR+72113
4006, SUITE H-2,78539,TX, EDINBURG,,"https://www.google.com/maps/place/United+Specialty+Pharmacy/@26.257254,-98.1740117,17z/data=!3m1!4b1!4m5!3m4!1s0x8665a1a201235bc9:0x9884e5edaa676d70!8m2!3d26.257254!4d-98.171823",http://maps.google.com/maps?q=UNITED%20SPECIALTY%20PHARMACY%2C230%20CONQUEST%20%20AVE%2C+EDINBURG%2C+TX+78539
4007, WEINBERG BUILDING,21201,MD, BALTIMORE,,"https://www.google.com/maps/place/University+of+Maryland+Medical+Center+Outpatient+Pharmacy/@39.2877168,-76.6228811,17z/data=!4m8!1m2!2m1!1sUNIV+OF+MD+MEDICAL+SYSTEMS,OUT-PATIENT+PHARMCY,+BALTIMORE,+MD+21201!3m4!1s0x89c8035f66b1221f:0x42f745e1a8f5f8a8!8m2!3d39.2888215!4d-76.6220423",http://maps.google.com/maps?q=UNIV%20OF%20MD%20MEDICAL%20SYSTEMS%2COUT-PATIENT%20PHARMCY%2C+BALTIMORE%2C+MD+21201
4009, 750 EAST ADAMS STREET,13210,NY, SYRACUSE,,"https://www.google.com/maps/place/Upstate+University+Hospital+-+Downtown+Campus/@43.0412391,-76.1416026,17z/data=!4m8!1m2!2m1!1sUNIVERSITY+HOSPITALPHARMACY,AT+SYRACUSE,+SYRACUSE,+NY+13210!3m4!1s0x89d9f3a2389de01d:0xf3528dfa637c9c86!8m2!3d43.0421894!4d-76.1397866",http://maps.google.com/maps?q=UNIVERSITY%20HOSPITALPHARMACY%2CAT%20SYRACUSE%2C+SYRACUSE%2C+NY+13210
4010, BUILDING B,79907,TX, EL PASO,,"https://www.google.com/maps/place/UNIVERSITY+MEDICAL+CENTER+YSLETA/@31.687398,-106.3327023,17z/data=!3m1!4b1!4m5!3m4!1s0x86e75bd4828a9f07:0xe817a03510a7a31d!8m2!3d31.687398!4d-106.3305136",http://maps.google.com/maps?q=UNIVERSITY%20MEDICAL%20CENTER%2C300%20SOUTH%20ZARAGOSA%20ROAD%2C+EL%20PASO%2C+TX+79907
4011, 530 SOUTH JACKSON STREET,40202,KY, LOUISVILLE,,"https://www.google.com/maps/place/University+of+Louisville+Hospital/@38.24849,-85.7519759,16z/data=!4m8!1m2!2m1!1sUNIVERSITY+MEDICAL+CENTER,AMBULATORY+CARE+PHARMACY,+LOUISVILLE,+KY+40202!3m4!1s0x886972c84f040851:0xe92a7cbb14b59d6e!8m2!3d38.2485207!4d-85.7448094",http://maps.google.com/maps?q=UNIVERSITY%20MEDICAL%20CENTER%2CAMBULATORY%20CARE%20PHARMACY%2C+LOUISVILLE%2C+KY+40202
4012, 4815 ALAMEDA,79905,TX, EL PASO,,"https://www.google.com/maps/place/University+Medical+Center+of+El+Paso/@31.7544328,-106.4528226,12z/data=!4m8!1m2!2m1!1sUNIVERSITY+MEDICAL+CENTER+OF+EL+PASO,PHARMACY+DEPARTMENT,+EL+PASO,+TX+79905!3m4!1s0x86e75bd48db17fcd:0x99b05babd654b100!8m2!3d31.7717533!4d-106.4339511",http://maps.google.com/maps?q=UNIVERSITY%20MEDICAL%20CENTER%20OF%20EL%20PASO%2CPHARMACY%20DEPARTMENT%2C+EL%20PASO%2C+TX+79905
4014,3130 N COUNTY ROAD 25A,45373,OH, TROY,"-84.224266,40.09009",,http://maps.google.com/maps?q=UPPER%20VALLEY%20MEDICAL%20CENTER%2C3130%20N%20COUNTY%20ROAD%2025A%2C+TROY%2C+OH+45373
4015, 3551 ROGER BROOKE DRIVE,78234,TX, FORT SAM HOUSTON,,"https://www.google.com/maps/place/San+Antonio+Military+Medical+Center/@29.459702,-98.4188585,17z/data=!3m1!4b1!4m5!3m4!1s0x865cf469d8faa021:0x3b8f87ac2f2d39!8m2!3d29.459702!4d-98.4166698",http://maps.google.com/maps?q=US%20ARMY%20BROOKE%20MEDICAL%20CTR%20PHCY%2CROOM%20L62-4%2C+FORT%20SAM%20HOUSTON%2C+TX+78234
4016, BLDG 9040,98431,WA, TACOMA,,"https://www.google.com/maps/place/Madigan+Army+Medical+Center/@47.1096692,-122.5540681,17z/data=!3m1!4b1!4m5!3m4!1s0x549106804b87a48f:0x3a77a3a7f452d973!8m2!3d47.1096692!4d-122.5518794",http://maps.google.com/maps?q=US%20ARMY%20MADIGAN%20MEDICAL%20CENTER%2CPHARMACY%20SUPPORT%20VAULT%2C+TACOMA%2C+WA+98431
4017, BLDG 1179,78234,TX, JBSA FT SAM HOUSTON,,"https://www.google.com/maps/place/CPT+Jennifer+M.+Moreno+Primary+Care+Clinic/@29.4542543,-98.4423726,17z/data=!3m1!4b1!4m5!3m4!1s0x865cf5b4d5c6ac63:0xcc141bfcfcfd042b!8m2!3d29.4542543!4d-98.4401839",http://maps.google.com/maps?q=US%20ARMYCPT%20J%20M%20MORENO%20PRIMARY%20CARE%20PHARMACY%2C3100%20SCHOFIELD%20RD%2C+JBSA%20FT%20SAM%20HOUSTON%2C+TX+78234
4018, BLDG 2401,78234,TX, JBSA FT SAM HOUSTON,,"https://www.google.com/maps/place/Fort+Sam+Houston+Community+Pharmacy/@29.451572,-98.451193,17z/data=!3m1!4b1!4m5!3m4!1s0x865cf5b7d30ef80d:0x8a0b91590e246070!8m2!3d29.451572!4d-98.4490043",http://maps.google.com/maps?q=US%20ARMYFORT%20SAM%20HOUSTON%20COMMUNITY%20PHARMACY%2CSCOTT%20AVE%2C+JBSA%20FT%20SAM%20HOUSTON%2C+TX+78234
4019, BUILDING 1279 ROOM A219,78234,TX, JBSA FT SAM HOUSTON,,"https://www.google.com/maps/place/Mcwethy+Troop+Medical+Clinic+(TMC)/@29.4560831,-98.442381,17z/data=!3m1!4b1!4m5!3m4!1s0x865cf44b3bd31e77:0x934a73345cb579e2!8m2!3d29.4560831!4d-98.4401923",http://maps.google.com/maps?q=US%20ARMYMCWETHY%20TMC%20PHARMACY%2C3051%20GARDEN%20AVENUE%2C+JBSA%20FT%20SAM%20HOUSTON%2C+TX+78234
4021, BLDG 5026,78251,TX, SAN ANTONIO,,"https://www.google.com/maps/place/Taylor+Burk+Health+Clinic/@29.5834108,-98.6192968,12z/data=!4m8!1m2!2m1!1sUS+ARMYTAYLOR+BURKE+CLINIC+PHARMACY,NW+MILITARY+HIGHWAY,+SAN+ANTONIO,+TX+78251!3m4!1s0x865c647aa1e580a7:0x78d3b52bc199afbc!8m2!3d29.6382003!4d-98.5797172",http://maps.google.com/maps?q=US%20ARMYTAYLOR%20BURKE%20CLINIC%20PHARMACY%2CNW%20MILITARY%20HIGHWAY%2C+SAN%20ANTONIO%2C+TX+78251
4022,10010 ROGERS CROSSING,78251,TX, SAN ANTONIO,"-98.6885,29.471975",,http://maps.google.com/maps?q=US%20ARMYWESTOVER%20MEDICAL%20HOME%20PHARMACY%2C10010%20ROGERS%20CROSSING%2C+SAN%20ANTONIO%2C+TX+78251
4023,617 5TH & BENTON,98841,WA, OMAK,,"https://www.google.com/maps/place/Colville+Indian+Health+Pharmacy/@48.4045213,-119.5209975,17z/data=!4m8!1m2!2m1!1s617+5th+%26+benton+omak,+wa!3m4!1s0x549ce906ced89607:0x997444ec6151e633!8m2!3d48.4035748!4d-119.5230478",http://maps.google.com/maps?q=US%20PHS%20IHS%2C617%205TH%20&%20BENTON%2C+OMAK%2C+WA+98841
4027, 300 TUSKEGEE BLVD,19902,DE, DOVER AFB,,"https://www.google.com/maps/place/436+Medical+Group/@39.121878,-75.4775344,17z/data=!3m1!4b1!4m5!3m4!1s0x89c763a57580a097:0xb28d2ff92cede8e4!8m2!3d39.121878!4d-75.4753457",http://maps.google.com/maps?q=USAF%20%20MEDICAL%20GROUPSGSM%2C436%20MDG/SGSM%2C+DOVER%20AFB%2C+DE+19902
4028,590 MITCHELL BLVD BLDG 375,78843,TX, LAUGHLIN AFB,,"https://www.google.com/maps/place/Laughlin+AFB+Clinic/@29.3526567,-100.7939297,17z/data=!3m1!4b1!4m5!3m4!1s0x86f5f2adced31685:0xf664be8072d77405!8m2!3d29.352652!4d-100.791741",http://maps.google.com/maps?q=USAF%20TH%20MEDICAL%20SQUADRON%2C590%20MITCHELL%20BLVD%20BLDG%20375%2C+LAUGHLIN%20AFB%2C+TX+78843
4029, 527 GOTT ROAD,73705,OK, ENID,,"https://www.google.com/maps/place/The+71st+Medical+Group/@36.3371657,-97.8994238,19.5z/data=!4m13!1m7!3m6!1s0x87ae2cc60139267d:0x6050ad209812a6ff!2s810,+527+Gott+Rd,+Enid,+OK+73705!3b1!8m2!3d36.3372453!4d-97.8991204!3m4!1s0x87ae2cc94a52bc5b:0x703ddbfab165d7dc!8m2!3d36.3373971!4d-97.8990908",http://maps.google.com/maps?q=USAF%20ST%20MEDICAL%20GROUP%2CATTN%3A%20#71MDSS/SGSL%2C+ENID%2C+OK+73705
4030, 221 3RD ST W BLDG 1040,78150,TX, RANDOLPH AFB,,"https://www.google.com/maps/place/JBSA-Randolph+Clinic/@29.5407999,-98.2930684,17z/data=!3m1!4b1!4m5!3m4!1s0x865c92b6482fae6b:0x60513849e5fcbdb1!8m2!3d29.5407999!4d-98.2908797",http://maps.google.com/maps?q=USAF%20RANDOLPH%20AFB%20MED%2C359%20MDSS/SGSM%2C+RANDOLPH%20AFB%2C+TX+78150
4031, SUITE 1/SGSKS,78236,TX, LACKLAND AFB,,"https://www.google.com/maps/place/Usaf+Wilford+Hall:+Bolin+Kurt+MD/@29.3990722,-98.6252104,17z/data=!4m8!1m2!2m1!1sUSAF+WILFORD+HALL+MCMSL,2200+BERGQUIST+DRIVE,+LACKLAND+AFB,+TX+78236!3m4!1s0x865c5b73d1dc2d03:0xc2d7d14e457aede1!8m2!3d29.3988355!4d-98.623914",http://maps.google.com/maps?q=USAF%20WILFORD%20HALL%20MCMSL%2C2200%20BERGQUIST%20DRIVE%2C+LACKLAND%20AFB%2C+TX+78236
4034,2250 LEESTOWN ROAD,40511,KY, LEXINGTON,"-84.54153,38.07752",,http://maps.google.com/maps?q=VA%20MEDICAL%20CENTER%2C2250%20LEESTOWN%20ROAD%2C+LEXINGTON%2C+KY+40511
4035, US ROUTE 322,16335,PA, MEADVILLE,,"https://www.google.com/maps/place/1305+S+Main+St,+Meadville,+PA+16335/@41.6280211,-80.1556061,17z/data=!3m1!4b1!4m5!3m4!1s0x8832570fd1ca0f9d:0xead73b4eea10445c!8m2!3d41.6280211!4d-80.1534121",http://maps.google.com/maps?q=VANTAGE%20CARE%20APOTHECARY%2C1305%20SOUTH%20MAIN%20STREET%2C+MEADVILLE%2C+PA+16335
4036,4515 SOUTH TELEGRAPH RD,48125,MI, DEARBORN HEIGHTS,,"https://www.google.com/maps/place/4515+S+Telegraph+Rd,+Dearborn+Heights,+MI+48125/@42.2769567,-83.2720893,17z/data=!3m1!4b1!4m5!3m4!1s0x883b4a1fb04731b9:0x7d0d4e8ec3fde28d!8m2!3d42.2769567!4d-83.2698953",http://maps.google.com/maps?q=VENOY%20RX%2C4515%20SOUTH%20TELEGRAPH%20RD%2C+DEARBORN%20HEIGHTS%2C+MI+48125
4038, SUITE 6,30135,GA, DOUGLASVILLE,"-84.77426,33.705746",,http://maps.google.com/maps?q=VILLAGE%20PHARMACY%20INC%2C3697%20HWY%205%2C+DOUGLASVILLE%2C+GA+30135
4039,10901 WEST BROAD STREET,23060,VA, GLEN ALLEN,,"https://www.google.com/maps/place/CVS+Pharmacy/@37.6405111,-77.5815019,14z/data=!4m8!1m2!2m1!1sVIRGINIA+CVS+PHARMACY+LLC,10901+WEST+BROAD+STREET,+GLEN+ALLEN,+VA+23060!3m4!1s0x89b16abd71a88e45:0x6adf52961156b367!8m2!3d37.6462253!4d-77.5839301",http://maps.google.com/maps?q=VIRGINIA%20CVS%20PHARMACY%20LLC%2C10901%20WEST%20BROAD%20STREET%2C+GLEN%20ALLEN%2C+VA+23060
4041,13031 LEE-JACKSON HIGHWAY,22033,VA, FAIRFAX,,"https://www.google.com/maps/place/CVS/@38.8670932,-77.4019806,15z/data=!3m1!5s0x89b645e1a05ec43d:0xe8c76fea47f47860!4m8!1m2!2m1!1sVIRGINIA+CVS+PHARMACY+LLC,13031+LEE-JACKSON+HIGHWAY,+FAIRFAX,+VA+22033!3m4!1s0x89b645e1436b228b:0xf12575ae52670c2f!8m2!3d38.8788011!4d-77.3980898",http://maps.google.com/maps?q=VIRGINIA%20CVS%20PHARMACY%20LLC%2C13031%20LEE-JACKSON%20HIGHWAY%2C+FAIRFAX%2C+VA+22033
4044,13800 HULL STREET RD.,23112,VA, MIDLOTHIAN,,"https://www.google.com/maps/place/CVS/@37.408026,-77.6599757,17z/data=!3m1!4b1!4m5!3m4!1s0x89b176a91516f875:0x8f3163a03a2b0c10!8m2!3d37.408026!4d-77.657787",http://maps.google.com/maps?q=VIRGINIA%20CVS%20PHARMACY%20LLC%2C13800%20HULL%20STREET%20RD.%2C+MIDLOTHIAN%2C+VA+23112
4053,3117 LOCKHEED BLVD,22306,VA, ALEXANDRIA,"-77.08437,38.759037",,http://maps.google.com/maps?q=VIRGINIA%20CVS%20PHARMACY%20LLC%2C3117%20LOCKHEED%20BLVD%2C+ALEXANDRIA%2C+VA+22306
4057, LABURNUM SQUARE,23231,VA, RICHMOND,"-77.35004,37.517063",,http://maps.google.com/maps?q=VIRGINIA%20CVS%20PHARMACY%20LLC%2C5100%20S.%20LABURNUM%20AVE%2C+RICHMOND%2C+VA+23231
4067, YORKTOWN CTR,22042,VA, FALLS CHURCH,"-77.22762,38.865673",,http://maps.google.com/maps?q=VIRGINIA%20CVS%20PHARMACY%20LLC%2C8124%20ARLINGTON%20BLVD%2C+FALLS%20CHURCH%2C+VA+22042
4071, PO BOX 66,71957,AR, MOUNT IDA,,"https://www.google.com/maps/place/Mt+Ida+Pharmacy/@34.5496332,-93.6259366,17z/data=!3m1!4b1!4m5!3m4!1s0x87ccae869cb1a069:0xf78a9990a89bec05!8m2!3d34.5496332!4d-93.6237479",http://maps.google.com/maps?q=WAGNERS%20MOUNT%20IDA%20PHARMACY%2C744%20HWY%20270%20EAST%2C+MOUNT%20IDA%2C+AR+71957
4073,1135 N MESA DRIVE,85201,AZ, MESA,"-111.82267,33.435013",,http://maps.google.com/maps?q=WALGREEN%20ARIZONA%20DRUG%20CO%2C1135%20N%20MESA%20DRIVE%2C+MESA%2C+AZ+85201
4079,25 LAKE HAVASU AVE S,86403,AZ, LAKE HAVASU CITY,"-114.34358,34.47361",,http://maps.google.com/maps?q=WALGREEN%20ARIZONA%20DRUG%20CO%2C25%20LAKE%20HAVASU%20AVE%20S%2C+LAKE%20HAVASU%20CITY%2C+AZ+86403
4085,4965 W BELL ROAD,85308,AZ, GLENDALE,"-112.16631,33.639065",,http://maps.google.com/maps?q=WALGREEN%20ARIZONA%20DRUG%20CO%2C4965%20W%20BELL%20ROAD%2C+GLENDALE%2C+AZ+85308
4086,55 W. APACHE TRAIL,85120,AZ, APACHE JUNCTION,"-111.554276,33.41499",,http://maps.google.com/maps?q=WALGREEN%20ARIZONA%20DRUG%20CO%2C55%20W.%20APACHE%20TRAIL%2C+APACHE%20JUNCTION%2C+AZ+85120
4089,1081 GA HIGHWAY 96,31088,GA, WARNER ROBINS,"-83.68877,32.55291",,http://maps.google.com/maps?q=WALGREEN%20CO%2C1081%20GA%20HIGHWAY%2096%2C+WARNER%20ROBINS%2C+GA+31088
4092,2060 HIGHWAY 40 E,31548,GA, KINGSLAND,"-81.72167,30.804623",,http://maps.google.com/maps?q=WALGREEN%20CO%2C2060%20HIGHWAY%2040%20E%2C+KINGSLAND%2C+GA+31548
4094,4700 HIGHWAY 280 SUITE 1,35242,AL, BIRMINGHAM,"-86.700424,33.422813",,http://maps.google.com/maps?q=WALGREEN%20CO%2C4700%20HIGHWAY%20280%20SUITE%201%2C+BIRMINGHAM%2C+AL+35242
4097,8 NW MAIN ST,32696,FL, WILLISTON,"-82.447716,29.387438",,http://maps.google.com/maps?q=WALGREEN%20CO%2C8%20NW%20MAIN%20ST%2C+WILLISTON%2C+FL+32696
4103,10600 ROLLINGWOOD DRIVE,22407,VA, FREDERICKSBURG,"-77.51184,38.248447",,http://maps.google.com/maps?q=WALGREEN%20CO%2C10600%20ROLLINGWOOD%20DRIVE%2C+FREDERICKSBURG%2C+VA+22407
4108,111 MICHIGAN AVE NW STE 1107,20010,DC, WASHINGTON,"-77.012764,38.926273",,http://maps.google.com/maps?q=WALGREEN%20CO%2C111%20MICHIGAN%20AVE%20NW%20STE%201107%2C+WASHINGTON%2C+DC+20010
4110,11119 HULL STREET,23112,VA, MIDLOTHIAN,"-77.60295,37.436302",,http://maps.google.com/maps?q=WALGREEN%20CO%2C11119%20HULL%20STREET%2C+MIDLOTHIAN%2C+VA+23112
4111,1120 E. UNIVERSITY AVE.,32641,FL, GAINESVILLE,"-82.31047,29.652002",,http://maps.google.com/maps?q=WALGREEN%20CO%2C1120%20E.%20UNIVERSITY%20AVE.%2C+GAINESVILLE%2C+FL+32641
4112,1145 U.S. 31 W. BYPASS,42101,KY, BOWLING GREEN,,"https://www.google.com/maps/place/Walgreens/@36.983329,-86.4413647,17z/data=!3m1!4b1!4m5!3m4!1s0x8865e8b591c9f1ef:0x3889ce77d72686b1!8m2!3d36.983329!4d-86.439176",http://maps.google.com/maps?q=WALGREEN%20CO%2C1145%20U.S.%2031%20W.%20BYPASS%2C+BOWLING%20GREEN%2C+KY+42101
4113,115 FIELDS STREET,46158,IN, MOORESVILLE,"-86.37262,39.542442",,http://maps.google.com/maps?q=WALGREEN%20CO%2C115%20FIELDS%20STREET%2C+MOORESVILLE%2C+IN+46158
4122,1260 E CENTRAL,45342,OH, MIAMISBURG,"-84.26768,39.640697",,http://maps.google.com/maps?q=WALGREEN%20CO%2C1260%20E%20CENTRAL%2C+MIAMISBURG%2C+OH+45342
4123,1290 N STATE RD 135,46142,IN, GREENWOOD,"-86.15841,39.633804",,http://maps.google.com/maps?q=WALGREEN%20CO%2C1290%20N%20STATE%20RD%20135%2C+GREENWOOD%2C+IN+46142
4124,1303 W MAIN,37087,TN, LEBANON,"-86.32128,36.21313",,http://maps.google.com/maps?q=WALGREEN%20CO%2C1303%20W%20MAIN%2C+LEBANON%2C+TN+37087
4130, SUITE 140,46219,IN, INDIANAPOLIS,"-86.0738,39.78657",,http://maps.google.com/maps?q=WALGREEN%20CO%2C1400%20N%20RITTER%20AVE.%2C+INDIANAPOLIS%2C+IN+46219
4131,1424 S RANGELINE RD,46032,IN, CARMEL,"-86.126785,39.95824",,http://maps.google.com/maps?q=WALGREEN%20CO%2C1424%20S%20RANGELINE%20RD%2C+CARMEL%2C+IN+46032
4134,1515 OHIO AVE S,32064,FL, LIVE OAK,"-82.97934,30.305067",,http://maps.google.com/maps?q=WALGREEN%20CO%2C1515%20OHIO%20AVE%20S%2C+LIVE%20OAK%2C+FL+32064
4135,15155 NW US HIGHWAY 441,32615,FL, ALACHUA,,"https://www.google.com/maps/place/Walgreens/@29.7949409,-82.4972583,17z/data=!3m1!4b1!4m5!3m4!1s0x88e8b73d3b1aca4d:0x84abdf7431f02de8!8m2!3d29.7949409!4d-82.4950696",http://maps.google.com/maps?q=WALGREEN%20CO%2C15155%20NW%20US%20HIGHWAY%20441%2C+ALACHUA%2C+FL+32615
4143,1801 N. ROSE,93030,CA, OXNARD,"-119.15827,34.217197",,http://maps.google.com/maps?q=WALGREEN%20CO%2C1801%20N.%20ROSE%2C+OXNARD%2C+CA+93030
4149,20 BUFORD RD,23235,VA, NORTH CHESTERFIELD,"-77.54522,37.49785",,http://maps.google.com/maps?q=WALGREEN%20CO%2C20%20BUFORD%20RD%2C+NORTH%20CHESTERFIELD%2C+VA+23235
4150,2012 S UNION,44601,OH, ALLIANCE,"-81.10589,40.901543",,http://maps.google.com/maps?q=WALGREEN%20CO%2C2012%20S%20UNION%2C+ALLIANCE%2C+OH+44601
4152,205 WEST MADISON STREET,32091,FL, STARKE,"-82.11079,29.943602",,http://maps.google.com/maps?q=WALGREEN%20CO%2C205%20WEST%20MADISON%20STREET%2C+STARKE%2C+FL+32091
4153,2094 W US HIGHWAY 90,32055,FL, LAKE CITY,"-82.66673,30.17887",,http://maps.google.com/maps?q=WALGREEN%20CO%2C2094%20W%20US%20HIGHWAY%2090%2C+LAKE%20CITY%2C+FL+32055
4157,2270 US HIGHWAY 17,31324,GA, RICHMOND HILL,,"https://www.google.com/maps/place/Walgreens/@31.9508273,-81.3144599,17z/data=!3m1!4b1!4m5!3m4!1s0x88fb0f3e35ec3fb1:0xaac87fd927a50404!8m2!3d31.9508273!4d-81.3122712",http://maps.google.com/maps?q=WALGREEN%20CO%2C2270%20US%20HIGHWAY%2017%2C+RICHMOND%20HILL%2C+GA+31324
4165,2545 E EUCLID,50317,IA, DES MOINES,"-93.56952,41.62773",,http://maps.google.com/maps?q=WALGREEN%20CO%2C2545%20E%20EUCLID%2C+DES%20MOINES%2C+IA+50317
4168,2670 COBB PARKWAY SE,30080,GA, SMYRNA,"-84.47358,33.88793",,http://maps.google.com/maps?q=WALGREEN%20CO%2C2670%20COBB%20PARKWAY%20SE%2C+SMYRNA%2C+GA+30080
4175,29910-A MURRIETA HOT SPRINGS ROAD,92563,CA, MURRIETA,,"https://www.google.com/maps/place/Walgreens/@33.5544878,-117.1758016,14z/data=!4m8!1m2!2m1!1sWALGREEN+CO,29910-A+MURRIETA+HOT+SPRINGS+ROAD,+MURRIETA,+CA+92563!3m4!1s0x80db7e77fc4e4cc7:0x7c2e5f251737db9a!8m2!3d33.5532438!4d-117.1396743",http://maps.google.com/maps?q=WALGREEN%20CO%2C29910-A%20MURRIETA%20HOT%20SPRINGS%20ROAD%2C+MURRIETA%2C+CA+92563
4179,325 BLUEMONT AVE,66502,KS, MANHATTAN,"-96.56051,39.18666",,http://maps.google.com/maps?q=WALGREEN%20CO%2C325%20BLUEMONT%20AVE%2C+MANHATTAN%2C+KS+66502
4183,3455 SW ARCHER RD,32608,FL, GAINESVILLE,"-82.374466,29.6251",,http://maps.google.com/maps?q=WALGREEN%20CO%2C3455%20SW%20ARCHER%20RD%2C+GAINESVILLE%2C+FL+32608
4185,3800 PRINCETON LAKES PKWY SW,30331,GA, ATLANTA,"-84.512505,33.656338",,http://maps.google.com/maps?q=WALGREEN%20CO%2C3800%20PRINCETON%20LAKES%20PKWY%20SW%2C+ATLANTA%2C+GA+30331
4186,385 NORTHLAND BLVD,45240,OH, CINCINNATI,"-84.485825,39.282322",,http://maps.google.com/maps?q=WALGREEN%20CO%2C385%20NORTHLAND%20BLVD%2C+CINCINNATI%2C+OH+45240
4199,4823 JFK BLVD,72116,AR, NORTH LITTLE ROCK,"-92.2562,34.796593",,http://maps.google.com/maps?q=WALGREEN%20CO%2C4823%20JFK%20BLVD%2C+NORTH%20LITTLE%20ROCK%2C+AR+72116
4203,5006 N BROADWAY STREET,37918,TN, KNOXVILLE,"-83.92901,36.03009",,http://maps.google.com/maps?q=WALGREEN%20CO%2C5006%20N%20BROADWAY%20STREET%2C+KNOXVILLE%2C+TN+37918
4213,55 J F KENNEDY RD,52002,IA, DUBUQUE,,"https://www.google.com/maps/place/Walgreens/@42.5021568,-90.7266578,15z/data=!4m8!1m2!2m1!1sWALGREEN+CO,55+J+F+KENNEDY+RD,+DUBUQUE,+IA+52002!3m4!1s0x87e32db4cc804cfb:0x21d3d7242083ead9!8m2!3d42.4928787!4d-90.7159691",http://maps.google.com/maps?q=WALGREEN%20CO%2C55%20J%20F%20KENNEDY%20RD%2C+DUBUQUE%2C+IA+52002
4220,600 WASHINGTON BLVD. S,20707,MD, LAUREL,"-76.8494,39.09855",,http://maps.google.com/maps?q=WALGREEN%20CO%2C600%20WASHINGTON%20BLVD.%20S%2C+LAUREL%2C+MD+20707
4223,6851 TEMIE LEE PKWY,23112,VA, MIDLOTHIAN,,"https://www.google.com/maps/place/Walgreens/@37.4051987,-77.6658941,17z/data=!3m1!4b1!4m5!3m4!1s0x89b176a537c910fb:0x6115291029af5e9d!8m2!3d37.4051987!4d-77.6637054",http://maps.google.com/maps?q=WALGREEN%20CO%2C6851%20TEMIE%20LEE%20PKWY%2C+MIDLOTHIAN%2C+VA+23112
4226,700 US HIGHWAY 31 S,46143,IN, GREENWOOD,,"https://www.google.com/maps/place/Walgreens/@39.6056513,-86.1110863,17z/data=!3m1!4b1!4m5!3m4!1s0x886b5d47308b1341:0xfe9922d877eefa02!8m2!3d39.6056513!4d-86.1088976",http://maps.google.com/maps?q=WALGREEN%20CO%2C700%20US%20HIGHWAY%2031%20S%2C+GREENWOOD%2C+IN+46143
4227,701 E RIDGE,78503,TX, MCALLEN,"-98.2153,26.184673",,http://maps.google.com/maps?q=WALGREEN%20CO%2C701%20E%20RIDGE%2C+MCALLEN%2C+TX+78503
4234,7601 HWY 70 S,37221,TN, NASHVILLE,"-86.95104,36.078606",,http://maps.google.com/maps?q=WALGREEN%20CO%2C7601%20HWY%2070%20S%2C+NASHVILLE%2C+TN+37221
